,sent,category,plant,genus,species,plant_group,category_int
3899,"Citing earlier work by Mark W. Schwartz, they framed the importance of their canker pathogen discovery: ""The rapid nature of the decline during the period of 1938 to 1945 and numerous observations of disease symptoms provides ample evidence that a pathogen, possibly non-native, was involved.",Threats,,Torreya,taxifolia,,19
3900,"""

In 2011, Smith led a team of pathologists (in collaboration with research staff at Torreya State Park and Atlanta Botanical Garden) in publishing findings that pointed to a ""novel Fusarium species"" as the agent of the ongoing demise of resprout stems: ""In surveys of eight Florida torreya sites, cankers were present on all dead trees and 71 to 100% of living trees, suggesting that a fungal pathogen might be the causal agent.""",Threats,,Torreya,taxifolia,,19
3901,The team used techniques of analysis that were unavailable in the 1980s when the Alfieri team probed for the identities of disease agents.,Threats,,Torreya,taxifolia,,19
3902,"Discovery of the cankers offered a foundation for moving ahead with species recovery because,""Current efforts to manage this endangered species have been hindered by a lack of understanding of the current and historic causes of disease of Florida torreya.",Threats,,Torreya,taxifolia,,19
3903,"As a result, various agencies have taken different approaches to manage Florida torreya depending on which cause the decline is attributed to.",Threats,,Torreya,taxifolia,,19
3904,"""
In 2013, Smith was second author of a journal article that documented the canker pathogen as ""a genealogically exclusive, phylogenetically distinct species representing one of the earliest divergences within the Gibberella clade of Fusarium.""",Threats,,Torreya,taxifolia,,19
3905,"The team wrote of the problems of isolating, documenting, and distinguishing the many disease-causing forms of this genus, studied primarily as agricultural pests:
",Threats,,Torreya,taxifolia,,19
3906,"""The identification of F. torreyae as F. lateritium by El-Gholl (El-Gholl 1985) and subsequent confirmation by Paul E. Nelson (D. Geiser pers comm) illustrate the daunting challenge presented by overly broad morphological concepts of fusaria, especially when applied to species that produce only sporodochial conidia.",Threats,,Torreya,taxifolia,,19
3907,"We speculate that the reported needle blight of Florida torreya induced by F. lateritium in a pathogenicity experiment (Alfieri et al. 1987) also can be attributed to F. torreyae; however, no isolate from this study was accessioned so the identity of this pathogen cannot be verified.
",Threats,,Torreya,taxifolia,,19
3908,Jason Smith was also a coauthor of a 2016 paper that reported closest relatives of the novel Fusarium torreyae.,Threats,,Torreya,taxifolia,,19
3909,"The team wrote, ""Molecular clock estimates place the divergence of the FTOSC in the mid-Eocene, 40 Mya (O’Donnell et al. 2013), but it remains an open question whether this clade first evolved in the Old or New World.",Threats,,Torreya,taxifolia,,19
3910,"Furthermore, it remains to be determined whether F. torreyae is native to North America and restricted to T. taxifolia.""",Threats,,Torreya,taxifolia,,19
3911,"As of 2022, there has been no determination as to whether Fusarium torreyae is native to North America or whether it entered as an exotic.",Threats,,Torreya,taxifolia,,19
3912,"In 2010, the Government of British Columbia implemented an assisted migration program of western larch to a new habitat in northern British Columbia, about 1000 kilometers north of its current range.",Reproduction and Early Growth,Western larch,,,,13
3913,Assisted migration of Canadian forests had been proposed as an adaptation measure in response to climate change.,Reproduction and Early Growth,Western larch,,,,13
3914,"Indeed, as average temperatures rise, the optimal climate conditions for trees species are also moving North.",Reproduction and Early Growth,Western larch,,,,13
3915,"Research had shown that western larch trees have no trouble growing in northern BC, an area whose climatic conditions are predicted to match the western larch's historical range by 2030.British Columbia started seeding western larch trees in northern BC in the early 2010s.",Reproduction and Early Growth,Western larch,,,,13
3916,This was the first assisted migration program for a North American tree.,Reproduction and Early Growth,Western larch,,,,13
3917,The western larch was selected for because of its significant commercial importance and the fear that climate change and parasites such as the mountain pine beetle would considerably diminish its supply.,Reproduction and Early Growth,Western larch,,,,13
3918,"To pre-empt opposition from biologists and other groups, the government avoided making public consultation on the program.",Reproduction and Early Growth,Western larch,,,,13
3919,"Instead, they framed the policy as an introduction of a non-exotic species to a similar environment, and implemented the program through the province's existing legal and regulatory framework.",Reproduction and Early Growth,Western larch,,,,13
3920,"Foresters in the United States have also initiated ""experimental treatments"" of larch-dominated national forests in Montana.",Reproduction and Early Growth,Western larch,,,,13
3921,"However, if some ""aggressively warming climate scenarios"" actually unfold, foresters will need to let go of any expectations of helping this species maintain a presence south of the Canadian border.",Reproduction and Early Growth,Western larch,,,,13
3922,"In 2014, white fringetrees in Ohio were reported to be hosting infestations of the emerald ash borer, an insect native to Asia that has become a highly destructive invasive pest of ash trees in North America.",Threats,,Chionanthus,virginicus,,19
3923,"Since then, emerald ash borer has been found in white fringetrees in Illinois, Indiana, Ohio, and Pennsylvania, indicating to researchers that white fringetrees are being utilized by emerald ash borers throughout the range where the species overlap.",Threats,,Chionanthus,virginicus,,19
3924,Symptoms of infestation include crown dieback and epicormic sprouting.,Threats,,Chionanthus,virginicus,,19
3925,"In addition to its use as a nitrogen fixer, red alder is occasionally used as a rotation crop to discourage the conifer root pathogen Phellinus weirii (causing laminated root rot).
",Conservation,,Alnus,rubra,,3
3926,"Alnus rubra are occasionally planted as ornamental trees and will do well in Swales, riparian areas, or on stream banks, in light-textured soils that drain well.",Conservation,,Alnus,rubra,,3
3927,"Red alder does not thrive in heavy, wet clay soils.",Conservation,,Alnus,rubra,,3
3928,"If planted domestically, alders should be planted well away from drainpipes, sewage pipes, and water lines, as the roots may invade and clog the lines.",Conservation,,Alnus,rubra,,3
3929,"In Alaska, paper birch often naturally grows in pure stands by itself or with black or white spruce.",Ecology,,Betula,papyrifera,,6
3930,"In the eastern and central regions of its range, it is often associated with red spruce and balsam fir.",Ecology,,Betula,papyrifera,,6
3931,"It may also be associated with big-toothed aspen, yellow birch, Betula populifolia, and maples.
",Ecology,,Betula,papyrifera,,6
3932,"Shrubs often associated with paper birch in the eastern part of its range include beaked hazel (Corylus cornuta), common bearberry (Arctostaphylos uva-ursi), dwarf bush-honeysuckle (Diervilla lonicera), wintergreen (Gaultheria procumbens), wild sarsaparilla (Aralia nudicaulis), blueberries (Vaccinium spp.), raspberries and blackberries (Rubus spp.), elderberry (Sambucus spp.), and hobblebush (Viburnum alnifolium).",Ecology,,Betula,papyrifera,,6
3933,"In Arizona, singleleaf ash is found along the Arizona transition zone of the Mogollon Rim.",Native Range,,Fraxinus,anomala,,11
3934,"In northern Arizona's Grand Canyon, the range extends down the main canyons from southern and southeastern Utah, its major range area, where the Canyon Lands also show the range entering upper reaches of river basins flowing from western Colorado – Colorado and Dolores Rivers; also the shorter Yellowjacket and McElmo Rivers in Colorado's extreme southwest.",Native Range,,Fraxinus,anomala,,11
3935,In the Mojave Desert of California it is found in the sky island chaparral and woodland habitats.,Native Range,,Fraxinus,anomala,,11
3936,Minor locales also occur in southern Nevada and southern Wyoming.,Native Range,,Fraxinus,anomala,,11
3937,"In Brazil, some people use the seeds of V. farnesiana to kill rabid dogs.",Special Uses,,Vachellia,farnesiana,,16
3938,"V. farnesiana has been used in Colombia to treat malaria, and in one in vitro study, an ethanol extract from the leaves showed some activity against the malarial pathogen Plasmodium falciparum with an IC50 value of 1 to 2 microgram/millilitre (as did almost everything tested), though it showed no activity in animal models or a ferriprotoporphyrin biomineralization inhibition test.",Special Uses,,Vachellia,farnesiana,,16
3939,In the Philippines the leaves are traditionally rubbed on the skin to treat skin diseases in livestock.,Special Uses,,Vachellia,farnesiana,,16
3940,"In Malaysia, an infusion of the plant's flowers and leaves is mixed with turmeric for post-partum treatment.",Special Uses,,Vachellia,farnesiana,,16
3941,"In Canada, it is simply referred to as arbutus.",Taxonomy,,Arbutus,menziesii,,18
3942,"It is known in the United States as the madrona, madrone, madroño, madroña, or bearberry.",Taxonomy,,Arbutus,menziesii,,18
3943,The name strawberry tree (A. unedo) may also be found in relation to A. menziesii (though it has no relation to the strawberry fruit).  ,Taxonomy,,Arbutus,menziesii,,18
3944,"According to the Sunset Western Garden Book, in the United States, the name ""madrone"" is more common south of the Siskiyou Mountains of southern Oregon and Northern California and the name ""madrona"" is more common north of the Siskiyous.",Taxonomy,,Arbutus,menziesii,,18
3945,The Concow tribe calls the tree dis-tā'-tsi (Konkow language) or kou-wät′-chu.,Taxonomy,,Arbutus,menziesii,,18
3946,"Its species name was given it in honor of the Scottish naturalist Archibald Menzies, who noted it during George Vancouver's voyage of exploration.",Taxonomy,,Arbutus,menziesii,,18
3947,"In cultivation,  Roystonea regia is called the Cuban royal palm or simply the royal palm.  ",Taxonomy,,Roystonea,regia,,18
3948,"In Cuba, the tree is called the palma real or palma criolla.  ",Taxonomy,,Roystonea,regia,,18
3949,"In India, where it is widely cultivated, it is called vakka.",Taxonomy,,Roystonea,regia,,18
3950,"In Cambodia, where it is planted as decorative along avenues and in public parks, it is known as sla barang' (""Western palm"").",Taxonomy,,Roystonea,regia,,18
3951,"In ecology and forestry, yellow pine refers to a number of conifer species that tend to grow in similar plant communities and yield similar strong wood.",Summary,Yellow pine,,,,17
3952,"In the Western United States, yellow pine refers to Jeffrey pine or ponderosa pine.: 4  In the Southeastern United States, yellow pine refers to longleaf pine, shortleaf pine, slash pine, or loblolly pine.",Summary,Yellow pine,,,,17
3953,"In the United Kingdom, yellow pine refers to eastern white pine or Scots pine.",Summary,Yellow pine,,,,17
3954,"In New Zealand, it refers to Halocarpus biformis.

",Summary,Yellow pine,,,,17
3955,"In forest stands, black oak begins to produce seeds at about age 20 and reaches optimum production at 40 to 75 years.",Reproduction and Early Growth,,Quercus,velutina,,13
3956,It is a consistent seed producer with good crops of acorns every 2 to 3 years.,Reproduction and Early Growth,,Quercus,velutina,,13
